source,row_id,paper_id_dd,doi,overlap_flag,emission_nm,T_growth_C,time_min,FWHM_nm,QY_percent,PL_peak_nm_core,route,system_tag,shell_present_flag,data_quality_tier,measurement_state,caution_count,abs_nm,diameter_nm,in_source,in_amount_mmol,p_source,p_amount_mmol,ligand_source,ligand_amount_mmol,first_sol,second_sol,acid,acid_amount_mmol,total_volume_ml
dd,NR-L001-01,L001,,0,510,220,30,65,38.7,,heating_up,InP/ZnS/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L001-02,L001,,0,547,220,30,77,78.5,,heating_up,InP/ZnS/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L001-03,L001,,0,558,240,30,91,72.2,,heating_up,InP/ZnS/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L001-04,L001,,0,611,220,30,76,29,,heating_up,InP/ZnS/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L002-01,L002,10.1038/s41586-019-1771-5,1,631,300,10,35,98,,hot_injection,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L002-02,L002,10.1038/s41586-019-1771-5,1,629,300,10,39,100,,hot_injection,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L002-03,L002,10.1038/s41586-019-1771-5,1,627,300,10,35,92,,hot_injection,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L002-04,L002,10.1038/s41586-019-1771-5,1,628,300,10,37,100,,hot_injection,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L002-05,L002,10.1038/s41586-019-1771-5,1,630,300,10,35,75,,hot_injection,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L002-06,L002,10.1038/s41586-019-1771-5,1,631,300,10,35,100,,hot_injection,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L003-01,L003,,0,569,240,5,43,82,,hot_injection,InP-In(Zn)P/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L003-02,L003,,0,588,270,5,44,87.7,,hot_injection,InP-In(Zn)P/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L003-03,L003,,0,601,270,5,43,94.3,,hot_injection,InP-In(Zn)P/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L003-04,L003,,0,616,270,5,50,83.1,,hot_injection,InP-In(Zn)P/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L003-05,L003,,0,630,270,5,56,94.3,,hot_injection,InP-In(Zn)P/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L005-01,L005,,0,607,290,3,48,73,,hot_injection_layer_by_layer,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L005-02,L005,,0,606,290,3,55,51,,hot_injection_layer_by_layer,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L005-03,L005,,0,607,290,3,51,60,,hot_injection_layer_by_layer,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L005-04,L005,,0,607,290,3,49,65,,hot_injection_layer_by_layer,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L006-01,L006,10.1021/acs.chemmater.7b02204,1,535,305,2,43,50,,heating_up_then_SILAR_shell,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L006-02,L006,10.1021/acs.chemmater.7b02204,1,535,305,2,38,71,,one_pot_InZn_then_SILAR_shell,In(Zn)P/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L006-03,L006,10.1021/acs.chemmater.7b02204,1,488,305,2,35,44,,one_pot_InZn_then_ZnS_shell,In(Zn)P/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L006-04,L006,10.1021/acs.chemmater.7b02204,1,516,305,2,36,67,,one_pot_InZn_then_SILAR_shell,In(Zn)P/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L006-05,L006,10.1021/acs.chemmater.7b02204,1,552,305,2,40,60,,one_pot_InZn_then_SILAR_shell,In(Zn)P/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L006-06,L006,10.1021/acs.chemmater.7b02204,1,621,305,2,44,,,SILAR_core_growth_then_SILAR_shell,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L007-01,L007,,0,569,178,840,64,,,modified_SILAR,InP/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L007-02,L007,,0,575,178,840,54,,,modified_SILAR,InP/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L007-03,L007,,0,582,178,840,57,,,modified_SILAR,InP/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L007-04,L007,,0,581,178,840,58,,,modified_SILAR,InP/ZnSe,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L007-05,L007,,0,597,178,840,54,,,modified_SILAR,InP/ZnSe,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L007-06,L007,,0,599,178,840,54,,,modified_SILAR,InP/ZnSe,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L007-07,L007,,0,585,178,840,52,,,modified_SILAR,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L007-08,L007,,0,593,178,840,55,,,modified_SILAR,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L007-09,L007,,0,595,178,840,55,,,modified_SILAR,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L007-10,L007,,0,596,178,840,51,,,modified_SILAR,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L009-01,L009,10.1021/acsanm.8b02063,1,528,150,,36,95.4,,hot_injection_MSC_mediated,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L009-02,L009,10.1021/acsanm.8b02063,1,505,150,,50,46,,hot_injection_MSC_mediated,InP/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L010-01,L010,,0,480,160,10,50.2,34,,one_pot_gram_scale,InP/(Al)ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L010-02,L010,,0,509,180,10,56.3,62,,one_pot_gram_scale,InP/(Al)ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L010-03,L010,,0,560,170,20,61.6,86,,one_pot_gram_scale,InP/(Al)ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L010-04,L010,,0,600,175,30,57.2,96,,one_pot_gram_scale,InP/(Al)ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L010-05,L010,,0,629,200,30,59,72,,one_pot_gram_scale,InP/(Al)ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L011-01,L011,,0,670,180,20,50,60,,aminophosphine_one_pot_HF,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L011-02,L011,,0,666,180,20,52,66,,aminophosphine_one_pot_HF,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L011-03,L011,,0,654,180,17,47,68,,aminophosphine_one_pot_HF,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L011-04,L011,,0,642,180,12,45,71,,aminophosphine_one_pot_HF,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L011-05,L011,,0,632,180,8,44,74,,aminophosphine_one_pot_HF,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L011-06,L011,,0,626,180,5,49,69,,aminophosphine_one_pot_HF,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L012-01,L012,,0,618,270,,42,,,hot_injection,InP/ZnSe/ZnS,1,literature_structured,final_purified,1,,,,,,,,,,,,,
dd,NR-L013-01,L013,,0,621,185,60,44,86,,aminophosphine_InBr3,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L014-01,L014,,0,535,240,10,32,100,,hot_injection,InP/ZnSe/ZnS,1,literature_structured,final_purified,1,,,,,,,,,,,,,
dd,NR-L015-01,L015,,0,522,200,6,36,86,,aminophosphine_one_pot_GHAS,InP/ZnSe/ZnSeS/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L016-01,L016,,0,521,170,20,,85,,aminophosphine,InP/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L017-01,L017,,0,540,180,5,46,31,,aminophosphine,InP/ZnS,1,literature_structured,final_purified,1,,,,,,,,,,,,,
dd,NR-L018-01,L018,,0,528,180,4,37,90,,aminophosphine,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L019-01,L019,,0,530,300,10,41,85,,heating_up,InP/GaP/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L019-02,L019,,0,480,300,10,50,40,,heating_up,InP/GaP/ZnS,1,literature_structured,final_purified,1,,,,,,,,,,,,,
dd,NR-L019-03,L019,,0,620,300,10,65,60,,heating_up,InP/GaP/ZnS,1,literature_structured,final_purified,1,,,,,,,,,,,,,
dd,NR-L020-01,L020,,0,485,300,60,52,45,,heating_up,InP/GaP/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L020-02,L020,,0,497,300,10,59,,,heating_up,InP/GaP/ZnS,1,literature_structured,final_purified,1,,,,,,,,,,,,,
dd,NR-L021-01,L021,,0,465,170,30,42,43,,heating_up,InP/ZnS/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L021-02,L021,,0,533,180,30,36,97,,heating_up,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L021-03,L021,,0,620,310,30,60,95,,heating_up,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L022-01,L022,,0,410,170,30,65,37,,heating_up,InP/ZnS/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L022-02,L022,,0,430,170,30,50,45,,heating_up,InP/ZnS/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L023-01,L023,10.1021/acs.chemmater.7b00254,1,482,180,30,58,8,,hot_injection,InP/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L023-02,L023,10.1021/acs.chemmater.7b00254,1,529,150,30,60,60,,hot_injection,InP/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L023-03,L023,10.1021/acs.chemmater.7b00254,1,555,180,30,69,63,,hot_injection,InP/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L023-04,L023,10.1021/acs.chemmater.7b00254,1,595,180,30,77,40,,hot_injection,InP/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L023-05,L023,10.1021/acs.chemmater.7b00254,1,635,210,20,76,18,,hot_injection,InP/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L024-01,L024,,0,565,270,120,52,75,,hot_injection,InZnP/InGaP/GaP/ZnSeS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L025-01,L025,,0,525,250,2,35,95,,hot_injection,InP/ZnSeS/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L025-02,L025,,0,525,180,1,36,85,,hot_injection,InP/ZnSeS/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L026-01,L026,,0,646,200,30,67,36,,hot_injection,InP/ZnSeS/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L026-02,L026,,0,647,200,30,74,46,,hot_injection,H-InP/ZnSeS/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L026-03,L026,,0,640,200,30,67,60,,hot_injection,Ga-InP/ZnSeS/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L028-01,L028,,0,607,180,30,45.5,95,,hot_injection,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L028-02,L028,,0,562,180,30,48,82,,hot_injection,InP/ZnSe/ZnS,1,literature_structured,final_purified,1,,,,,,,,,,,,,
dd,NR-L028-03,L028,,0,552,180,30,53,87,,hot_injection,InP/ZnSeS/ZnS,1,literature_structured,final_purified,1,,,,,,,,,,,,,
dd,NR-L028-04,L028,,0,517.5,180,20,45,100,,hot_injection,InP/ZnSeS/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L028-05,L028,,0,483,180,12,46,82,,hot_injection,InP/ZnSeS/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L028-06,L028,,0,491,180,30,55.5,92,,hot_injection,InP/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L029-01,L029,10.1021/acsanm.0c00008,1,527,180,2,37,87,,hot_injection,InP/ZnSeS/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L029-02,L029,10.1021/acsanm.0c00008,1,530,180,2,50,82,,hot_injection,InP/ZnSeS/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L032-01,L032,,0,,270,120,,60,,hot_injection,In(Zn)P/ZnSe,1,literature_structured,final_purified,2,,,,,,,,,,,,,
dd,NR-L033-01,L033,10.1039/c6nr04713k,1,530,185,15,46,45,,hot_injection,InP/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L033-02,L033,10.1039/c6nr04713k,1,625,185,15,66,33,,hot_injection,InP/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L034-01,L034,10.1021/acs.nanolett.7b02634,1,629,180,20,47,65,,hot_injection,InP/ZnSe,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L035-01,L035,,0,554,180,20,47,50,,hot_injection,InP/ZnSe,1,literature_structured,final_purified,1,,,,,,,,,,,,,
dd,NR-L036-01,L036,,0,468,200,20,47,45,,hot_injection,InP/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L036-02,L036,,0,468,200,20,47,40,,hot_injection,InP/ZnS/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L037-01,L037,,0,683.5,250,20,53,45,650.1,hot_injection,InP/ZnSe,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L037-02,L037,,0,680.3,250,20,58.8,90,650.1,hot_injection,InP/ZnSe/ZnSeS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L037-03,L037,,0,680,250,20,66,95,650.1,hot_injection,InP/ZnSe/ZnSeS/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L038-01,L038,10.1021/acs.jpclett.9b02386,1,425,200,,72,25,,hot_injection,InP/ZnS,1,literature_structured,final_purified,1,,,,,,,,,,,,,
dd,NR-L038-02,L038,10.1021/acs.jpclett.9b02386,1,630,200,60,61,36,,hot_injection,InP/ZnS,1,literature_structured,final_purified,1,,,,,,,,,,,,,
dd,NR-L039-01,L039,,0,500,140,60,44,60,,hot_injection,InP/ZnSeS/ZnS,1,literature_structured,final_purified,1,,,,,,,,,,,,,
dd,NR-L039-02,L039,,0,478,140,60,46,72,,hot_injection,InP/ZnSeS/ZnS,1,literature_structured,final_purified,1,,,,,,,,,,,,,
dd,NR-L039-03,L039,,0,457,140,60,52,84,,hot_injection,InP/ZnSeS/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L040-01,L040,,0,627,200,20,59,32,,hot_injection,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L040-02,L040,,0,585,200,20,62,50,,hot_injection,In(Ga)P/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L040-03,L040,,0,539,200,20,50,31,,hot_injection,In(Ga)P/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L041-01,L041,,0,470,300,,40,67,,hot_injection,In(Ga)P/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L042-01,L042,,0,485,200,2,48,81,,hot_injection,InP/ZnS/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L042-02,L042,,0,479,200,2,,85,,hot_injection,InP/ZnS/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L042-03,L042,,0,466,200,2,47,73,,hot_injection,InP/ZnS/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L042-04,L042,,0,451,200,2,,52,,hot_injection,InP/ZnS/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L042-05,L042,,0,421,200,2,,28,,hot_injection,InP/ZnS/ZnS,1,literature_structured,final_purified,1,,,,,,,,,,,,,
dd,NR-L043-01,L043,,0,630,300,,57,89,,hot_injection,InP/ZnS,1,literature_structured,final_purified,1,,,,,,,,,,,,,
dd,NR-L043-02,L043,,0,590,300,,57,89,,hot_injection,In(Ga)P/ZnS,1,literature_structured,final_purified,1,,,,,,,,,,,,,
dd,NR-L043-03,L043,,0,,300,,60,75,,hot_injection,In(Ga)P/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L044-01,L044,10.1021/acs.chemmater.0c00551,1,475,180,3,47,68,,hot_injection,In(Ga)P/ZnSeS/ZnS,1,literature_structured,final_purified,1,,,,,,,,,,,,,
dd,NR-L044-02,L044,10.1021/acs.chemmater.0c00551,1,470,180,3,46,75,,hot_injection,In(Ga)P/ZnSeS/ZnS,1,literature_structured,final_purified,1,,,,,,,,,,,,,
dd,NR-L044-03,L044,10.1021/acs.chemmater.0c00551,1,465,180,3,46,80,,hot_injection,In(Ga)P/ZnSeS/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L045-01,L045,,0,474,140,2,47,93,,hot_injection,InP/ZnS/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L045-02,L045,,0,474,140,2,,92,,hot_injection,InP/ZnS/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L046-01,L046,,0,721,230,30,,38.3,,hot_injection,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L046-02,L046,,0,725,230,30,45,42.5,,hot_injection,InP/ZnSe/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L047-01,L047,,0,466,200,20,41,34,,hot_injection,In(Zn)P/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L047-02,L047,,0,478,200,20,49,31,,hot_injection,In(Zn)P/ZnS,1,literature_structured,final_purified,0,,,,,,,,,,,,,
dd,NR-L048-01,L048,,0,,200,,45,81,,hot_injection,InP/GaP/ZnS/ZnS,1,literature_structured,final_purified,3,,,,,,,,,,,,,
dd,NR-L049-01,L049,,0,606,305,40,37.2,99.9,,hot_injection,InP/ZnSe/ZnS,1,literature_structured,final_purified,1,,,,,,,,,,,,,
dd,NR-L049-02,L049,,0,630,305,40,42.6,90,,hot_injection,InP/ZnSe/ZnSeS/ZnS,1,literature_structured,final_purified,1,,,,,,,,,,,,,
dd,NR-L050-01,L050,,0,513,200,20,62,80,,hot_injection,InP/ZnMnS/ZnS,1,literature_structured,final_purified,2,,,,,,,,,,,,,
dd,NR-L050-02,L050,,0,470,200,20,47,38,,hot_injection,InP/ZnMnS/ZnS,1,literature_structured,final_purified,1,,,,,,,,,,,,,
dd,NR-L051-01,L051,,0,620,290,,36,90,,hot_injection,InP/ZnSe/ZnS,1,literature_structured,final_purified,3,,,,,,,,,,,,,
dd,NR-L052-01,L052,,0,576,410,60,50,46,,cation_exchange,In(Ga)P/ZnS,1,literature_structured,final_purified,3,,,,,,,,,,,,,
dd,NR-L053-01,L053,,0,527,300,,58,70,,heating_up,InP/GaP/ZnS/ZnS,1,literature_structured,final_purified,3,,,,,,,,,,,,,
dd,NR-L054-01,L054,,0,720,220,30,53,8,,aminophosphine,InP/ZnS,1,literature_structured,final_purified,4,,,,,,,,,,,,,
dd,NR-L055-01,L055,,0,531,305,2,36,88,,heating_up,In(Zn)P/ZnSe/ZnS,1,literature_structured,final_purified,3,,,,,,,,,,,,,
dd,NR-L056-01,L056,,0,550,305,2,50,50,,heating_up,In(Zn)P/Zn(Mg)Se/ZnS,1,literature_structured,final_purified,5,,,,,,,,,,,,,
dd,NR-L057-01,L057,,0,607,200,,90,30.9,,aminophosphine,InP/ZnS,1,literature_structured,final_purified,3,,,,,,,,,,,,,
cossairt,cos_raw_row_001,,10.1080/15980316.2012.683537,0,481,300,30,,,,,,,,,,436,2.3,indium myristate,0.1,tris(trimethylsilyl) phosphine,0.1,dodecanethiol,0.05,octadecene,None,None,0,8.012
cossairt,cos_raw_row_002,,10.1016/j.jcis.2010.12.013,0,None,180,1440,,,,,,,,,,512,2.3,indium chloride,1.81,tris(dimethylamino)phosphine,2.75,dodecylamine,27,toluene,None,None,0,11.198
cossairt,cos_raw_row_003,,10.1021/j100070a004,0,None,270,4320,,,,,,,,,,520,2.52,chloroindium oxalate,0.88,tris(trimethylsilyl)phosphine,1.4,None,0,trioctylphosphine,trioctylphosphine oxide,None,0,11.573
cossairt,cos_raw_row_004,,10.1021/jp9704731,0,600,250,4320,,,,,,,,,,517,2.6,indium oxalate,2.33,tris(trimethylsilyl)phosphine,3,None,0,trioctylphosphine,trioctylphosphine oxide,None,0,11.962
cossairt,cos_raw_row_005,,10.1021/j100019a063,0,None,270,4320,,,,,,,,,,530,2.6,chloroindium oxalate,0.88,tris(trimethylsilyl)phosphine,0.52,None,0,trioctylphosphine,trioctylphosphine oxide,None,0,11.573
cossairt,cos_raw_row_006,,10.1021/j100070a004,0,None,270,4320,,,,,,,,,,610,2.61,chloroindium oxalate,1.05,tris(trimethylsilyl)phosphine,1.4,None,0,trioctylphosphine oxide,None,None,0,0.223
cossairt,cos_raw_row_007,,10.1021/j100070a004,0,None,270,8640,,,,,,,,,,590,2.66,chloroindium oxalate,0.88,tris(trimethylsilyl)phosphine,1.4,None,0,trioctylphosphine,trioctylphosphine oxide,None,0,11.573
cossairt,cos_raw_row_008,,10.1021/ja104673y,0,591,270,180,,,,,,,,,,532,2.7,indium acetate,0.7,tris(trimethylsilyl)phosphine,0.35,None,0,octadecene,None,palmitic acid,2.1,40
cossairt,cos_raw_row_009,,10.1021/ja309863n,0,612,210,20,,,,,,,,,,551,2.7,indium myristate,0.3,tris(trimethylsilyl)phosphine,0.15,None,0,octadecene,trioctylphosphine,None,0,5
cossairt,cos_raw_row_010,,10.1021/jp9704731,0,646,260,4320,,,,,,,,,,577,3,indium oxalate,2.33,tris(trimethylsilyl)phosphine,3,None,0,trioctylphosphine,trioctylphosphine oxide,None,0,11.962
cossairt,cos_raw_row_011,,10.1016/j.jcis.2010.12.013,0,590,180,1440,,,,,,,,,,499,3.2,indium chloride,1.81,tris(dimethylamino)phosphine,2.75,dodecylamine,27,toluene,None,None,0,11.198
cossairt,cos_raw_row_012,,10.1002/anie.200800281,0,618,250,240,,,,,,,,,,562,3.5,indium acetate,0.5,phosphorus trichloride,0.5,dioctyl ether,3,octadecene,None,stearic acid,1.5,34.901
cossairt,cos_raw_row_013,,10.1021/jp9704731,0,677,270,4320,,,,,,,,,,590,3.5,indium oxalate,2.33,tris(trimethylsilyl)phosphine,3,None,0,trioctylphosphine,trioctylphosphine oxide,None,0,11.962
cossairt,cos_raw_row_014,,10.1021/j100019a063,0,None,270,4320,,,,,,,,,,595,3.5,chloroindium oxalate,1.76,tris(trimethylsilyl)phosphine,1.04,None,0,trioctylphosphine,trioctylphosphine oxide,None,0,2.629
cossairt,cos_raw_row_015,,10.1021/ja309863n,0,641,210,20,,,,,,,,,,578,3.6,indium myristate,0.3,tris(trimethylgermyl)phosphine,0.15,None,0,octadecene,trioctylphosphine,None,0,5
cossairt,cos_raw_row_016,,10.1002/cphc.200900159,0,588,180,10,,,,,,,,,,580,3.7,indium acetate,0.4,tris(trimethylsilyl)phosphine,0.2,octylamine,1.52,octadecene,None,myristic acid,1.7,6.752
cossairt,cos_raw_row_017,,10.1109/cleo.2006.4628249,0,630,270,180,,,,,,,,,,585,4,indium acetate,1,tris(trimethylsilyl)phosphine,0.499,None,0,octadecene,None,myristic acid,3,75
cossairt,cos_raw_row_018,,10.1021/jp9704731,0,729,280,4320,,,,,,,,,,626,4.2,indium oxalate,2.33,tris(trimethylsilyl)phosphine,3,None,0,trioctylphosphine,trioctylphosphine oxide,None,0,11.962
cossairt,cos_raw_row_019,,10.1021/j100019a063,0,None,300,4320,,,,,,,,,,650,4.6,chloroindium oxalate,1.76,tris(trimethylsilyl)phosphine,1.04,None,0,trioctylphosphine,trioctylphosphine oxide,None,0,2.629
cossairt,cos_raw_row_020,,10.1021/jp9704731,0,765,290,4320,,,,,,,,,,689,4.8,indium oxalate,2.33,tris(trimethylsilyl)phosphine,3,None,0,trioctylphosphine,trioctylphosphine oxide,None,0,11.962
cossairt,cos_raw_row_021,,10.1016/j.matchemphys.2005.07.041,0,None,130,2880,,,,,,,,,,587,5,indium chloride,10,sodium phosphide,10,None,0,4-ethylpyridine,trioctylphosphine,None,0,70
cossairt,cos_raw_row_022,,10.1021/jp9704731,0,775,300,4320,,,,,,,,,,729,6,indium oxalate,2.33,tris(trimethylsilyl)phosphine,3,None,0,trioctylphosphine,trioctylphosphine oxide,None,0,11.962
cossairt,cos_raw_row_023,,10.1557/jmr.2006.0068,0,590,270,240,,,,,,,,,,532,8.3,indium trifluoroacetate,0.11,tris(trimethylsilyl)phosphine,0.1,None,0,octadecene,None,myristic acid,0.3,7
cossairt,cos_raw_row_024,,10.1016/s0167-577x(03)00371-9,0,550,160,120,,,,,,,,,,465,None,indium chloride,10,sodium phosphide,11.3,None,0,dimethylformamide,None,None,0,90
cossairt,cos_raw_row_025,,10.1021/ja309863n,0,572,210,10,,,,,,,,,,511,None,indium myristate,0.3,tris(trimethylsilyl)phosphine,0.15,None,0,octadecene,trioctylphosphine,None,0,5
cossairt,cos_raw_row_026,,10.1021/ja309863n,0,581,210,14,,,,,,,,,,532,None,indium myristate,0.3,tris(trimethylsilyl)phosphine,0.15,None,0,octadecene,trioctylphosphine,None,0,5
cossairt,cos_raw_row_027,,10.1021/ja309863n,0,582,210,10,,,,,,,,,,529,None,indium myristate,0.3,tris(trimethylgermyl)phosphine,0.15,None,0,octadecene,trioctylphosphine,None,0,5
cossairt,cos_raw_row_028,,10.1021/ja309863n,0,601,210,14,,,,,,,,,,552,None,indium myristate,0.3,tris(trimethylgermyl)phosphine,0.15,None,0,octadecene,trioctylphosphine,None,0,5
